id,word,answer,hint,category
1216,釘を刺す,くぎをさす,念を押す、注意を与える,慣用句
1217,水を差す,みずをさす,邪魔をする、興を冷ます,慣用句
1218,肩肘張る,かたひじはる,無理をして意地を張る,慣用句
1219,気を揉む,きをもむ,心配して落ち着かない,慣用句
1220,息をのむ,いきをのむ,驚きや感動で息を止める,慣用句
1221,舌を巻く,したをまく,驚き感心する,慣用句
1222,眉をひそめる,まゆをひそめる,心配や不快で顔をしかめる,慣用句
1223,肝を冷やす,きもをひやす,非常に驚き恐れる,慣用句
1224,胸を借りる,むねをかりる,自分より力量の上の人に稽古をつけてもらう,慣用句
1225,袖にする,そでにする,見向きもしない、冷たくあしらう,慣用句
1226,膝を交える,ひざをまじえる,親しく語り合う,慣用句
1227,骨を折る,ほねをおる,苦労する、努力する,慣用句
1228,手につかない,てにつかない,心配などで落ち着かず、仕事ができない,慣用句
1229,目を凝らす,めをこらす,注意深く見る,慣用句
1230,首をひねる,くびをひねる,納得できない、疑問に思う,慣用句
1231,腹を探る,はらをさぐる,相手の本心を探る,慣用句
1232,足が棒になる,あしがぼうになる,歩き疲れて足が疲労困憊する,慣用句
1233,息が合う,いきがあう,動作や呼吸がぴったり合う,慣用句
1234,大目に見る,おおめにみる,過失を厳しく咎めない,慣用句
1235,お茶を濁す,おちゃをにごす,いい加減なことでごまかす,慣用句
1236,顔が広い,かおがひろい,知り合いが多い,慣用句
1237,高をくくる,たかをくくる,相手や状況を軽く見る,慣用句
1238,とんぼ返り,とんぼがえり,すぐに出発した場所へ帰ること,慣用句
1239,のどから手が出る,のどからてがでる,非常に欲しくてたまらない,慣用句
1240,胸を躍らせる,むねをおどらせる,期待や喜びで心が弾む,慣用句
1241,腹を決める,はらをきめる,覚悟する、決心する,慣用句
1242,火の用心灸の不養生,ひのようじんきゅうのふようじょう,火事には気をつけるが、自分の健康には無頓着なこと。矛盾した行動のたとえ。,ことわざ
1243,隣の病より身の不養生,となりのやまよりみのふようじょう,他人の心配をするよりも、まず自分の健康に気をつけろという戒め。,ことわざ
1244,百日の説法屁一つ,ひゃくにちのせっぽうへひとつ,長々と話しても、一つの不注意で台無しになること。,ことわざ
1245,転石苔むさず,てんせきこけむさず,常に活動している人は、停滞しないこと。,ことわざ
1246,毒を食らわば皿まで,どくをくらわばさらまで,一度悪事に手を出したなら、とことんやり抜くこと。,ことわざ
1247,月夜に釜を抜かれる,つきよにかまをぬかれる,油断している間に大切なものを盗まれること。,ことわざ
1248,鰯の頭も信心から,いわしのあたまもしんじんから,つまらないものでも信仰の対象となれば尊く思われること。,ことわざ
1249,重箱の隅を楊枝でほじる,じゅうばこのすみをつまようじでほじる,細かいことばかり気にし、本質を見失うこと。,ことわざ
1250,旅は恥のかき捨て,たびははじのかきすて,旅先ではどうせ二度と会わないので、恥をかいても構わないということ。,ことわざ
1251,一寸の光陰軽んずべからず,いっすんのこういんかろんずべからず,わずかな時間でも無駄にしてはいけない。,ことわざ
1252,一病息災,いちびょうそくさい,一つ持病がある方が健康に気遣い、かえって長生きすること。,ことわざ
1253,一文惜しみの百失い,いちもんおしみのももじない,わずかなものを惜しんだために、多くのものを失うこと。,ことわざ
1254,魚心あれば水心,うおごころあればみずごころ,相手が好意を示せば、こちらも好意で応じること。,ことわざ
1255,嘘から出た実,うそからでたまこと,嘘が偶然にも本当になること。,ことわざ
1256,縁の下の力持ち,えんのしたのちからもち,人目につかないところで骨を折って尽力する人。,ことわざ
1257,鬼の霍乱,おにのかくらん,普段健康な人が珍しく病気になること。,ことわざ
1258,河童の屁,かっぱのへ,取るに足らないこと、どうでもいいこと。,ことわざ
1259,窮すれば通ず,きゅうすればつうず,困難な状況に陥ると、何かしら打開策が見つかるものだ。,ことわざ
1260,亭主の好きな赤烏帽子,ていしゅのすきなあかえぼし,他人がどう言おうと、本人が好きならそれでよいこと。,ことわざ
1261,苦は楽の種,くはらくのたね,苦労は後々の楽しみや幸福のもとになる。,ことわざ
1262,改めずんば是れ悪,あらためずんばこれあく,過ちを改めないでいることが、悪いことである。,ことわざ
1263,仇も情けも我が身から,あだもなさけもわがみから,人に対して行う行為は、良くも悪くも自分に返ってくる。,ことわざ
1264,当たって砕けろ,あたってくだけろ,思い切って挑戦し、失敗を恐れるな。,ことわざ
1265,慌てる乞食はもらいが少ない,あわてるこじきはもらいがすくない,焦って行動すると、かえって良い結果が得られない。,ことわざ
1266,水は方円の器に従う,みずはほうえんのうつわにしたがう,人間は置かれた環境や交友関係によって良くも悪くもなる。,ことわざ
1267,口から先に生まれたよう,くちからさきにうまれたよう,非常に口が達者で、おしゃべりな様子。,慣用句
1268,阿吽の呼吸,あうんのこきゅう,二人の息がぴったり合うこと,慣用句
1269,寝たふり,ねたふり,知らないふりをすること,慣用句
1270,髪の毛一本通さない,かみのけいっぽんとおさない,少しの隙も許さない、非常に厳重であること,慣用句
1271,煮ても焼いても食えない,にてもやいてもくえない,手に負えない、どうしようもない人や状況,慣用句
1272,水に油,みずにあぶら,性質が全く合わないこと,慣用句
1273,一日の長,いちにちのちょう,少しばかり経験や能力が優れていること,慣用句
1274,提灯持ち,ちょうちんもち,相手を褒めそやしてご機嫌をとること,慣用句
1275,水を得た魚,みずをえたうお,自分の得意な分野で能力を存分に発揮すること,慣用句
1276,目処が立つ,めどがたつ,見通しがつく、解決の方向が見えること,慣用句
1277,腑に落ちない,ふにおちない,納得できない、理解できないこと,慣用句
1278,歯止めをかける,はどめをかける,進行中の物事を食い止めること,慣用句
1279,蓋をする,ふたをする,問題や事実を隠蔽すること,慣用句
1280,目が高い,めがたかい,物の価値を見抜く力があること,慣用句
1281,顔を潰す,かおをつぶす,相手の面目を失わせること,慣用句
1282,情けをかける,なさけをかける,困っている人に同情し、親切にすること,慣用句
1283,手の施しようがない,てのほどこしようがない,どうすることもできない状況であること,慣用句
1284,顔が曇る,かおがくもる,心配や不満などで表情が暗くなること,慣用句
1285,眉間にしわを寄せる,みけんにしわをよせる,不機嫌や心配で顔に深いしわを寄せること,慣用句
1286,舌が回る,したがまわる,口が達者で、話が流暢であること,慣用句
1287,首をすくめる,くびをすくめる,恐怖や恐れで体を縮めること,慣用句
1288,天狗になる,てんぐになる,自慢してうぬぼれること,慣用句
1289,拍子木を打つ,ひょうしぎをうつ,物事の始まりや終わりを告げること,慣用句
1290,目くじらを立てる,めくじらをたてる,小さな欠点や過ちをいちいち厳しく咎めること,慣用句
1291,泥をかぶる,どろをかぶる,他人の罪や失敗を自分が負うこと,慣用句
1292,身を引く,みをひく,それまで関わっていた立場から退くこと,慣用句
1293,骨を拾う,ほねをひろう,死者の遺骨を拾うこと、転じて事後処理をすること,慣用句
